Name of Membranes,Type of Membranes,NAME of TrOCs,Pure water flux            (L·m-2·h-1),Pressure (bar),pH,Temperature (oC),Filtration duration (h),TrOC concentration (mg/L),Cross-flow velocity   (cm·s-1),MW (Da),MWCO (Da),Min projection (nm),Max projection (nm),Molecular radius (nm),Pore radius (nm),pKa1 ,pKa2,Zeta potential (mV),log Kow,Contact angle (°),ɸ,Molecular charge,Charge product,log D ,TrOC Rejection (%),Data group,Reference
NF90,NF,Prometryn,42.4,5.0,7.0,25.0,0.5,0.01,,241.364,180,0.53,0.678,0.3577901120853755,0.34,,4.09,-27.29,3.51,62.0,-0.002737786228462135,0.0012287570693630284,-0.03353278042291704,3.50568790462563,83.57,6.0,A systematic study on triazine retention by fouled with humic substances NF/ULPRO membranes
XLE,RO,Prometryn,43.0,5.0,7.0,25.0,0.5,0.01,,241.364,330,0.53,0.678,0.3577901120853755,0.3,,4.09,-33.0,3.51,65.0,-0.03710774505378068,0.0012287570693630284,-0.040548983288979934,3.50568790462563,85.48,7.0,A systematic study on triazine retention by fouled with humic substances NF/ULPRO membranes
NF,NF,Albendazole,75.38,10.0,7.0,20.0,5.0,10.0,,265.337999999999,96,0.369,0.907,0.3518497129640126,0.43,6.9,,-5.48,2.7,53.8,0.03303119179993092,-0.5573116337622925,3.0540677530173634,2.9941512641893793,46.5351,8.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Albendazole,75.38,10.0,7.0,20.0,4.0,10.0,,265.337999999999,96,0.369,0.907,0.3518497129640126,0.43,6.9,,-5.48,2.7,53.8,0.03303119179993092,-0.5573116337622925,3.0540677530173634,2.9941512641893793,62.37669999999999,8.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Albendazole,75.38,10.0,7.0,20.0,3.0,10.0,,265.337999999999,96,0.369,0.907,0.3518497129640126,0.43,6.9,,-5.48,2.7,53.8,0.03303119179993092,-0.5573116337622925,3.0540677530173634,2.9941512641893793,70.9575,8.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Albendazole,75.38,10.0,7.0,20.0,2.0,10.0,,265.337999999999,96,0.369,0.907,0.3518497129640126,0.43,6.9,,-5.48,2.7,53.8,0.03303119179993092,-0.5573116337622925,3.0540677530173634,2.9941512641893793,73.2678,8.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Albendazole,75.38,10.0,7.0,20.0,1.0,10.0,,265.337999999999,96,0.369,0.907,0.3518497129640126,0.43,6.9,,-5.48,2.7,53.8,0.03303119179993092,-0.5573116337622925,3.0540677530173634,2.9941512641893793,78.5483,8.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Albendazole,75.38,10.0,7.0,20.0,0.5,10.0,,265.337999999999,96,0.369,0.907,0.3518497129640126,0.43,6.9,,-5.48,2.7,53.8,0.03303119179993092,-0.5573116337622925,3.0540677530173634,2.9941512641893793,83.8288,8.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Hydrocortisone,75.38,10.0,7.0,20.0,0.5,10.0,,362.466,96,0.445,0.753,0.40581405595270564,0.43,12.58,,-5.48,1.61,53.8,0.003163655432443767,-2.630261073603865e-06,1.441383068334918e-05,1.61,90.42949999999999,9.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Hydrocortisone,75.38,10.0,7.0,20.0,1.0,10.0,,362.466,96,0.445,0.753,0.40581405595270564,0.43,12.58,,-5.48,1.61,53.8,0.003163655432443767,-2.630261073603865e-06,1.441383068334918e-05,1.61,90.42949999999999,9.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Hydrocortisone,75.38,10.0,7.0,20.0,2.0,10.0,,362.466,96,0.445,0.753,0.40581405595270564,0.43,12.58,,-5.48,1.61,53.8,0.003163655432443767,-2.630261073603865e-06,1.441383068334918e-05,1.61,91.08949999999999,9.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Hydrocortisone,75.38,10.0,7.0,20.0,4.0,10.0,,362.466,96,0.445,0.753,0.40581405595270564,0.43,12.58,,-5.48,1.61,53.8,0.003163655432443767,-2.630261073603865e-06,1.441383068334918e-05,1.61,92.40969999999999,9.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Hydrocortisone,75.38,10.0,7.0,20.0,5.0,10.0,,362.466,96,0.445,0.753,0.40581405595270564,0.43,12.58,,-5.48,1.61,53.8,0.003163655432443767,-2.630261073603865e-06,1.441383068334918e-05,1.61,92.40969999999999,9.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Hydrocortisone,75.38,10.0,7.0,20.0,3.0,10.0,,362.466,96,0.445,0.753,0.40581405595270564,0.43,12.58,,-5.48,1.61,53.8,0.003163655432443767,-2.630261073603865e-06,1.441383068334918e-05,1.61,92.7397,9.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Procaine hydrochloride,75.38,10.0,7.0,20.0,1.0,10.0,,272.776,96,0.43099999999999994,0.8039999999999999,0.3689156346860015,0.43,,8.05,-5.48,,53.8,0.020180095650697793,0.9181681752448482,-5.031561600341768,,76.238,10.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Procaine hydrochloride,75.38,10.0,7.0,20.0,4.0,10.0,,272.776,96,0.43099999999999994,0.8039999999999999,0.3689156346860015,0.43,,8.05,-5.48,,53.8,0.020180095650697793,0.9181681752448482,-5.031561600341768,,78.5483,10.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Procaine hydrochloride,75.38,10.0,7.0,20.0,0.5,10.0,,272.776,96,0.43099999999999994,0.8039999999999999,0.3689156346860015,0.43,,8.05,-5.48,,53.8,0.020180095650697793,0.9181681752448482,-5.031561600341768,,80.5285,10.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Procaine hydrochloride,75.38,10.0,7.0,20.0,3.0,10.0,,272.776,96,0.43099999999999994,0.8039999999999999,0.3689156346860015,0.43,,8.05,-5.48,,53.8,0.020180095650697793,0.9181681752448482,-5.031561600341768,,80.5285,10.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Procaine hydrochloride,75.38,10.0,7.0,20.0,2.0,10.0,,272.776,96,0.43099999999999994,0.8039999999999999,0.3689156346860015,0.43,,8.05,-5.48,,53.8,0.020180095650697793,0.9181681752448482,-5.031561600341768,,81.8486,10.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Procaine hydrochloride,75.38,10.0,7.0,20.0,5.0,10.0,,272.776,96,0.43099999999999994,0.8039999999999999,0.3689156346860015,0.43,,8.05,-5.48,,53.8,0.020180095650697793,0.9181681752448482,-5.031561600341768,,83.8288,10.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Sulfaguanidine,75.38,10.0,7.0,20.0,0.5,10.0,,214.25,96,0.41900000000000004,0.564,0.2711983427558518,0.43,11.25,,-5.48,-0.7,53.8,0.13638705431848527,-5.6230970419192664e-05,0.0003081457178971758,-0.7,38.2843,11.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Sulfaguanidine,75.38,10.0,7.0,20.0,2.0,10.0,,214.25,96,0.41900000000000004,0.564,0.2711983427558518,0.43,11.25,,-5.48,-0.7,53.8,0.13638705431848527,-5.6230970419192664e-05,0.0003081457178971758,-0.7,39.6044,11.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Sulfaguanidine,75.38,10.0,7.0,20.0,1.0,10.0,,214.25,96,0.41900000000000004,0.564,0.2711983427558518,0.43,11.25,,-5.48,-0.7,53.8,0.13638705431848527,-5.6230970419192664e-05,0.0003081457178971758,-0.7,41.91459999999999,11.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Sulfaguanidine,75.38,10.0,7.0,20.0,3.0,10.0,,214.25,96,0.41900000000000004,0.564,0.2711983427558518,0.43,11.25,,-5.48,-0.7,53.8,0.13638705431848527,-5.6230970419192664e-05,0.0003081457178971758,-0.7,44.2248,11.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Sulfaguanidine,75.38,10.0,7.0,20.0,5.0,10.0,,214.25,96,0.41900000000000004,0.564,0.2711983427558518,0.43,11.25,,-5.48,-0.7,53.8,0.13638705431848527,-5.6230970419192664e-05,0.0003081457178971758,-0.7,45.545,11.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Sulfaguanidine,75.38,10.0,7.0,20.0,4.0,10.0,,214.25,96,0.41900000000000004,0.564,0.2711983427558518,0.43,11.25,,-5.48,-0.7,53.8,0.13638705431848527,-5.6230970419192664e-05,0.0003081457178971758,-0.7,45.875,11.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Trimethoprim,75.38,10.0,7.0,20.0,2.0,10.0,,290.323,96,0.497,0.6950000000000001,0.37984797029029826,0.43,,7.12,-5.48,0.91,53.8,0.013603169735007064,0.5686413918836677,-3.1161548275224993,-0.5381900903289282,68.97729999999999,12.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Trimethoprim,75.38,10.0,7.0,20.0,5.0,10.0,,290.323,96,0.497,0.6950000000000001,0.37984797029029826,0.43,,7.12,-5.48,0.91,53.8,0.013603169735007064,0.5686413918836677,-3.1161548275224993,-0.5381900903289282,69.3074,12.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Trimethoprim,75.38,10.0,7.0,20.0,4.0,10.0,,290.323,96,0.497,0.6950000000000001,0.37984797029029826,0.43,,7.12,-5.48,0.91,53.8,0.013603169735007064,0.5686413918836677,-3.1161548275224993,-0.5381900903289282,71.6176,12.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Trimethoprim,75.38,10.0,7.0,20.0,1.0,10.0,,290.323,96,0.497,0.6950000000000001,0.37984797029029826,0.43,,7.12,-5.48,0.91,53.8,0.013603169735007064,0.5686413918836677,-3.1161548275224993,-0.5381900903289282,72.2777,12.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Trimethoprim,75.38,10.0,7.0,20.0,3.0,10.0,,290.323,96,0.497,0.6950000000000001,0.37984797029029826,0.43,,7.12,-5.48,0.91,53.8,0.013603169735007064,0.5686413918836677,-3.1161548275224993,-0.5381900903289282,74.25789999999999,12.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF,NF,Trimethoprim,75.38,10.0,7.0,20.0,0.5,10.0,,290.323,96,0.497,0.6950000000000001,0.37984797029029826,0.43,,7.12,-5.48,0.91,53.8,0.013603169735007064,0.5686413918836677,-3.1161548275224993,-0.5381900903289282,78.5483,12.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Albendazole,149.01,10.0,7.0,20.0,5.0,10.0,,265.337999999999,330,0.445,0.753,0.3518497129640126,0.42,6.9,,-42.7,2.7,73.16,0.026329147523171628,-0.5573116337622925,23.797206761649893,2.9941512641893793,42.57500000000002,13.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Albendazole,149.01,10.0,7.0,20.0,4.0,10.0,,265.337999999999,330,0.369,0.907,0.3518497129640126,0.42,6.9,,-42.7,2.7,73.16,0.026329147523171628,-0.5573116337622925,23.797206761649893,2.9941512641893793,55.116000000000014,13.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Albendazole,149.01,10.0,7.0,20.0,3.0,10.0,,265.337999999999,330,0.369,0.907,0.3518497129640126,0.42,6.9,,-42.7,2.7,73.16,0.026329147523171628,-0.5573116337622925,23.797206761649893,2.9941512641893793,66.33700000000002,13.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Albendazole,149.01,10.0,7.0,20.0,2.0,10.0,,265.337999999999,330,0.369,0.907,0.3518497129640126,0.42,6.9,,-42.7,2.7,73.16,0.026329147523171628,-0.5573116337622925,23.797206761649893,2.9941512641893793,70.958,13.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Albendazole,149.01,10.0,7.0,20.0,1.0,10.0,,265.337999999999,330,0.369,0.907,0.3518497129640126,0.42,6.9,,-42.7,2.7,73.16,0.026329147523171628,-0.5573116337622925,23.797206761649893,2.9941512641893793,79.53800000000001,13.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Albendazole,149.01,10.0,7.0,20.0,0.5,10.0,,265.337999999999,330,0.369,0.907,0.3518497129640126,0.42,6.9,,-42.7,2.7,73.16,0.026329147523171628,-0.5573116337622925,23.797206761649893,2.9941512641893793,87.459,13.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Hydrocortisone,149.01,10.0,7.0,20.0,1.0,10.0,,362.466,330,0.445,0.753,0.40581405595270564,0.42,12.58,,-42.7,1.61,73.16,0.0011408220437242966,-2.630261073603865e-06,0.00011231214784288503,1.61,82.179,14.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Hydrocortisone,149.01,10.0,7.0,20.0,2.0,10.0,,362.466,330,0.445,0.753,0.40581405595270564,0.42,12.58,,-42.7,1.61,73.16,0.0011408220437242966,-2.630261073603865e-06,0.00011231214784288503,1.61,82.50900000000001,14.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Hydrocortisone,149.01,10.0,7.0,20.0,3.0,10.0,,362.466,330,0.445,0.753,0.40581405595270564,0.42,12.58,,-42.7,1.61,73.16,0.0011408220437242966,-2.630261073603865e-06,0.00011231214784288503,1.61,82.50900000000001,14.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Hydrocortisone,149.01,10.0,7.0,20.0,0.5,10.0,,362.466,330,0.445,0.753,0.40581405595270564,0.42,12.58,,-42.7,1.61,73.16,0.0011408220437242966,-2.630261073603865e-06,0.00011231214784288503,1.61,83.16900000000001,14.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Hydrocortisone,149.01,10.0,7.0,20.0,4.0,10.0,,362.466,330,0.445,0.753,0.40581405595270564,0.42,12.58,,-42.7,1.61,73.16,0.0011408220437242966,-2.630261073603865e-06,0.00011231214784288503,1.61,84.489,14.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Hydrocortisone,149.01,10.0,7.0,20.0,5.0,10.0,,362.466,330,0.445,0.753,0.40581405595270564,0.42,12.58,,-42.7,1.61,73.16,0.0011408220437242966,-2.630261073603865e-06,0.00011231214784288503,1.61,86.13900000000001,14.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Procaine hydrochloride,149.01,10.0,7.0,20.0,0.5,10.0,,272.776,330,0.43099999999999994,0.8039999999999999,0.3689156346860015,0.42,,8.05,-42.7,,73.16,0.014793720972415233,0.9181681752448482,-39.20578108295502,,20.462000000000018,15.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Procaine hydrochloride,149.01,10.0,7.0,20.0,4.0,10.0,,272.776,330,0.43099999999999994,0.8039999999999999,0.3689156346860015,0.42,,8.05,-42.7,,73.16,0.014793720972415233,0.9181681752448482,-39.20578108295502,,31.024,15.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Procaine hydrochloride,149.01,10.0,7.0,20.0,3.0,10.0,,272.776,330,0.43099999999999994,0.8039999999999999,0.3689156346860015,0.42,,8.05,-42.7,,73.16,0.014793720972415233,0.9181681752448482,-39.20578108295502,,33.664000000000016,15.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Procaine hydrochloride,149.01,10.0,7.0,20.0,1.0,10.0,,272.776,330,0.43099999999999994,0.8039999999999999,0.3689156346860015,0.42,,8.05,-42.7,,73.16,0.014793720972415233,0.9181681752448482,-39.20578108295502,,36.964,15.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Procaine hydrochloride,149.01,10.0,7.0,20.0,2.0,10.0,,272.776,330,0.43099999999999994,0.8039999999999999,0.3689156346860015,0.42,,8.05,-42.7,,73.16,0.014793720972415233,0.9181681752448482,-39.20578108295502,,38.28400000000002,15.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Procaine hydrochloride,149.01,10.0,7.0,20.0,5.0,10.0,,272.776,330,0.43099999999999994,0.8039999999999999,0.3689156346860015,0.42,,8.05,-42.7,,73.16,0.014793720972415233,0.9181681752448482,-39.20578108295502,,47.19500000000002,15.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Sulfaguanidine,149.01,10.0,7.0,20.0,4.0,10.0,,214.25,330,0.41900000000000004,0.564,0.2711983427558518,0.42,11.25,,-42.7,-0.7,73.16,0.12552116325739773,-5.6230970419192664e-05,0.002401062436899527,-0.7,7.261000000000024,16.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Sulfaguanidine,149.01,10.0,7.0,20.0,2.0,10.0,,214.25,330,0.41900000000000004,0.564,0.2711983427558518,0.42,11.25,,-42.7,-0.7,73.16,0.12552116325739773,-5.6230970419192664e-05,0.002401062436899527,-0.7,8.581000000000017,16.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Sulfaguanidine,149.01,10.0,7.0,20.0,0.5,10.0,,214.25,330,0.41900000000000004,0.564,0.2711983427558518,0.42,11.25,,-42.7,-0.7,73.16,0.12552116325739773,-5.6230970419192664e-05,0.002401062436899527,-0.7,9.570999999999998,16.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Sulfaguanidine,149.01,10.0,7.0,20.0,1.0,10.0,,214.25,330,0.41900000000000004,0.564,0.2711983427558518,0.42,11.25,,-42.7,-0.7,73.16,0.12552116325739773,-5.6230970419192664e-05,0.002401062436899527,-0.7,9.570999999999998,16.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Sulfaguanidine,149.01,10.0,7.0,20.0,3.0,10.0,,214.25,330,0.41900000000000004,0.564,0.2711983427558518,0.42,11.25,,-42.7,-0.7,73.16,0.12552116325739773,-5.6230970419192664e-05,0.002401062436899527,-0.7,14.192000000000007,16.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Sulfaguanidine,149.01,10.0,7.0,20.0,5.0,10.0,,214.25,330,0.41900000000000004,0.564,0.2711983427558518,0.42,11.25,,-42.7,-0.7,73.16,0.12552116325739773,-5.6230970419192664e-05,0.002401062436899527,-0.7,15.182000000000016,16.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Trimethoprim,149.01,10.0,7.0,20.0,2.0,10.0,,290.323,330,0.497,0.6950000000000001,0.37984797029029826,0.42,,7.12,-42.7,0.91,73.16,0.009139373524993031,0.5686413918836677,-24.28098743343261,-0.5381900903289282,49.505000000000024,17.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
NF270,NF,Trimethoprim,149.01,10.0,7.0,20.0,5.0,10.0,,290.323,330,0.497,0.6950000000000001,0.37984797029029826,0.42,,7.12,-42.7,0.91,73.16,0.009139373524993031,0.5686413918836677,-24.28098743343261,-0.5381900903289282,51.156000000000006,17.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR
